accidents,traffic_fine_amount,traffic_density,traffic_lights,pavement_quality,urban_area,average_speed,rain_intensity,vehicle_count,time_of_day,Variable,Description
22,5.7936,2.3541,6.296,1.6572,1,403.765,2.2369,292.456,197.371,0,0
27,3.1822,7.2698,6.601,2.927,1,304.512,2.3214,921.675,7.3888,0,0
23,3.4232,3.7803,7.337,1.6892,0,365.954,2.5272,2.7197,3.2912,0,0
21,4.3956,811,8.971,1.9648,1,489.035,1.4656,281.318,4.4561,0,0
19,1.1806,925,4.326,4.3144,0,9.7221,1.5126,887.387,1.9473,0,0
19,3.8987,4.6057,1.664,4.4227,1,252.191,2.945,486.204,12.1887,0,0
26,2.903,4.8833,3.189,4.1386,1,376.676,2.5564,602.933,162.542,0,0
19,3.9475,2.257,4.322,4.3242,1,216.828,1.6005,75.227,224.156,0,0
27,2.0779,6.8693,7.139,2.8486,1,2.7327,1.7833,156.494,180.196,0,0
9,9.0147,2.94,131,3.2312,1,5.5719,3.643,223.023,139.947,0,0
21,6.3423,5.5989,3.158,2.7859,1,301.046,1.8055,998.643,207.349,0,0
14,7.1119,3.1992,7.798,3.9279,1,142.502,126,245.078,214.131,0,0
18,8.1025,1.6713,6.709,2.755,1,6.892,2.7696,54.381,170.973,0,0
23,5.486,4.0717,7.317,5.554,1,169.946,2.5906,30.572,1.3508,0,0
19,1.7823,2.3227,8.118,4.0479,0,10.049,583,852.905,7.2023,0,0
19,5.834,5.348,7.832,3.8029,1,1.197,1.7814,962.138,8.0685,0,0
15,6.2816,1.9883,6.822,4.1015,1,7.5907,1.8081,149.879,239.372,0,0
19,7.709,5.0841,4.397,9.521,0,441.539,2.4103,604.568,11.1399,0,0
20,4.8849,1.5738,9.836,1.3581,0,6.019,2.2708,813.461,182.852,0,0
31,2.1482,6.7097,5.691,1.4788,0,386.925,2.9797,824.798,195.311,0,0
27,3.554,7.5394,2.028,2.5404,1,376.731,1.0525,446.043,156.782,0,0
17,4.2677,1.1039,2.928,6.694,1,282.119,3.739,233.123,4.386,0,0
17,6.8133,4.678,6.936,1.9269,1,10.4224,1.7204,393.269,4.644,0,0
22,6.137,7.087,9.247,9.108,1,43.903,2.292,753.641,196.507,0,0
23,4.2049,5.9818,1.787,1.3238,1,237.538,8.574,99.384,177.418,0,0
10,9.8786,2.644,823,3.5319,1,8.6603,7.086,558.746,12.8668,0,0
18,6.452,5.2762,8.815,4.2741,1,214.511,2.4074,203.173,5.9728,0,0
24,3.135,5.1746,9.153,1.145,0,9.7459,2.2612,5.1515,2.0811,0,0
27,1.916,9.2435,2.764,2.8295,1,188.004,6.102,944.253,3.9424,0,0
28,2.3757,5.4908,3.773,1.803,1,248.344,2.6078,488.203,139.278,0,0
25,3.2136,5.83,6.602,4.262,1,17.995,4.042,719.427,130.998,0,0
22,2.4461,4.0165,3.299,3.5254,1,328.522,3.277,663.579,225.904,0,0
31,2.6791,9.4908,8.772,3.678,1,467.959,1.0533,891.963,229.746,0,0
26,3.5659,7.7719,1.076,4.0699,1,174.075,2.6596,27.343,138.242,0,0
24,2.5604,2.8541,38,2.3712,1,17.787,2.0863,447.303,201.944,0,0
17,9.0709,8.4421,2.085,4.299,0,369.151,1.1842,914.485,19.494,0,0
26,1.7221,4.324,2.861,8.342,1,265.295,4.718,58.972,18.057,0,0
23,5.7206,8.2867,1.129,1.2486,1,21.442,2.1404,8.0648,10.4961,0,0
25,4.6936,8.2289,657,6.725,1,406.904,1.7974,202.539,9.3458,0,0
13,9.8414,1.8887,7.556,3.9877,1,445.518,2.963,244.843,6.3392,0,0
29,2.1984,7.0114,1.643,1.1434,0,295.293,2.2967,993.848,224.903,0,0
16,4.5807,2.9064,9.139,7.776,0,9.2552,3.064,231.898,200.262,0,0
16,9.7252,2.9749,368,3.1156,1,233.143,2.1846,870.987,4.2508,0,0
12,8.7896,2.9635,6.706,3.854,0,252.185,7.723,8.7315,6.0591,0,0
21,8.3536,7.2557,2.254,2.245,0,216.104,2.8857,189.903,139.519,0,0
19,3.3211,2.2983,2.403,5.336,1,131.216,578,873.335,9.9264,0,0
20,2.538,91,5.747,12,0,236.161,7.151,899.947,5.1335,0,0
19,7.0178,7.1524,5.606,3.485,0,223.273,1.497,184.434,189.878,0,0
9,9.3644,1.7118,7.687,2.8112,1,10.4747,2.372,237.554,373,0,0
17,6.0109,1.0448,7.578,1.0494,0,451.715,1.0322,535.262,8.2386,0,0
20,6.1445,2.3752,6.707,1.165,0,44.267,1.4917,6.2156,223.044,0,0
21,3.5198,3.799,4.491,4.0548,0,379.808,1.3408,945.831,182.584,0,0
17,7.9254,4.7591,8.906,2.5091,1,200.473,1.3818,368.456,9.6308,0,0
24,2.6834,4.457,6.226,3.4926,1,185.171,2.6371,494.395,222.895,0,0
27,3.9131,9.7057,9.902,2.2638,0,358.233,1.5159,11.3998,216.193,0,0
23,4.8289,7.1606,8.194,1.1886,0,30.406,2.8231,4.2219,1.262,0,0
14,5.5685,3.2319,443,4.852,1,300.299,4.432,473.139,3.0706,0,0
18,3.1817,3.187,3.206,2.8282,0,6.2056,8.408,130.451,9.2935,0,0
29,2.0335,4.4854,5.719,6.549,1,309.142,1.9695,634.016,223.055,0,0
23,6.4956,6.2624,7.215,2.0305,1,450.932,8.494,796.536,202.609,0,0
18,3.5977,1.4637,5.503,1.6467,0,4.2908,1.0418,4.1354,1.1463,0,0
22,6.2311,1.8893,7.861,1.0704,1,169.586,2.7031,61.61,12.2959,0,0
28,2.3893,8.5943,2.827,4.6672,1,254.507,1.6157,81.747,172.861,0,0
15,5.3303,2.5625,1.839,4.4046,0,343.005,1.004,445.034,6.6221,0,0
22,5.7933,3.8019,539,9.957,1,4.4817,2.3301,960.108,173.406,0,0
29,1.4664,8.7127,5.733,1.7607,1,436.403,212,12.1983,8.8734,0,0
21,4.0294,6.6315,6.886,3.8116,0,2.0273,1.691,329.755,6.5774,0,0
24,2.2097,3.4171,3.261,1.0425,1,428.845,299,237.774,9.4216,0,0
25,1.5704,6.837,6.136,2.9578,0,1.3826,5.306,996.229,228.192,0,0
6,9.9096,1.968,522,3.499,1,7.6762,1.873,301.235,217.271,0,0
28,3.9012,7.3564,993,3.2699,1,400.162,2.705,394.047,219.348,0,0
14,8.2889,4.8702,7.018,3.532,0,430.082,1.446,84.914,220.171,0,0
28,3.2918,8.1318,3.681,3.5335,1,491.133,1.5492,930.664,4.2786,0,0
19,7.1335,9.5464,6.713,4.824,1,5.7857,6.749,93.837,215.055,0,0
24,7.8421,9.2579,8.317,1.7325,1,263.226,1.1508,562.586,5.0946,0,0
24,6.3607,9.0927,8.526,4.393,1,3.8578,1.481,666.669,201.153,0,0
20,5.2442,5.1217,1.722,109,1,7.8204,1.3502,35.568,130.056,0,0
23,4.7066,3.6014,4.863,1.441,1,8.7247,2.2443,611.087,5.7591,0,0
24,4.1398,4.6504,7.339,2.433,0,3.1694,2.7356,309.721,9.5645,0,0
17,9.3658,6.899,774,3.256,1,44.649,9.008,748.568,10.4011,0,0
20,8.4756,8.84,7.847,504,1,6.3178,736,314.138,175.961,0,0
13,9.6852,2.0699,2.282,4.2285,1,31.467,2.6818,880.617,145.445,0,0
31,2.1187,9.1819,1.925,3.233,1,312.874,2.9364,152.049,196.028,0,0
22,7.5778,8.1518,0.59,1.441,1,9.9323,1.3001,576.087,9.5233,0,0
18,9.4451,9.7886,7.411,3.5739,0,499.206,1.3674,525.469,178.462,0,0
22,2.6311,8.8025,3.191,4.3102,1,173.684,4.325,27.108,190.273,0,0
23,1.5985,2.7994,1.047,3.3056,0,452.547,1.4266,3.7722,1.5155,0,0
16,7.6701,1.0596,7.167,1.526,1,474.142,0.91,157.048,9.0153,0,0
19,6.1703,1.1224,2.997,4.2896,0,474.494,2.9831,968.272,212.637,0,0
11,8.5765,2.9122,1.664,3.6623,0,376.419,5.545,941.891,169.194,0,0
27,2.258,6.1418,1.477,1.8923,1,12.6903,1.1358,12.8108,10.0427,0,0
20,8.1574,8.0432,3.149,1.6432,1,6.0328,1.8495,381.112,4.3914,0,0
26,2.8146,8.9925,5.927,2.3991,1,284.942,1.0354,470.475,2.3187,0,0
24,2.4729,6.2375,3.584,4.3355,1,18.002,1.4233,483.291,5.5044,0,0
25,2.4784,563,207,1.2603,1,41.552,2.9205,305.832,5.8726,0,0
17,8.3312,1.8632,969,5.048,1,372.495,1.5242,913.823,8.8959,0,0
14,6.9868,9.973,2.905,4.3232,1,138.234,2.731,909.406,4.2461,0,0
16,5.7076,3.6332,6.597,1.314,1,8.508,1.292,2.8739,3.5051,0,0
18,4.2295,5.0135,985,4.555,1,11.8658,3.595,653.501,202.562,0,0
15,8.8948,434,5.607,1.5287,1,283.558,2.8335,8.3619,5.9889,0,0
16,4.532,3.4848,1.199,2.5411,1,3.9499,3.862,601.523,134.785,0,0
18,8.3494,1.7918,2.116,6.615,1,329.136,2.2097,868.224,4.7832,0,0
22,4.9522,6.4707,1.722,4.5113,1,335.848,1.338,653.036,11.8021,0,0
18,4.3925,4.6427,672,3.7492,1,8.4697,1.2202,474.238,6.6411,0,0
18,5.1641,4.9532,6.713,4.6208,0,298.159,1.9777,958.317,2.0832,0,0
25,3.7124,4.2769,4.634,3.4161,1,303.486,2.1828,749.133,235.722,0,0
26,7.7285,9.5602,8.311,9.235,1,238.989,2.7959,256.816,10.9873,0,0
17,5.5245,2.1474,989,1.5413,0,476.623,7.707,393.068,9.4331,0,0
22,3.0899,5.1666,1.447,2.4342,0,5.4082,2.0942,762.277,4.7789,0,0
12,9.0962,7.3602,3.065,3.0363,1,203.313,1.0269,2.9121,11.8888,0,0
25,4.455,5.5684,7.659,4.6323,1,44.146,2.1528,7.3324,152.453,0,0
19,5.892,9.2902,3.058,1.9198,1,193.157,4.263,860.829,7.3116,0,0
9,9.1582,3.7797,4.084,3.5154,0,21.232,1.3726,5.2517,11.53,0,0
15,6.6181,4.6368,3.016,4.805,0,334.137,5.509,681.729,5.6899,0,0
21,2.0521,8.852,802,7.619,1,332.782,1.1993,325.717,12.6651,0,0
15,9.4585,6.09,9.394,4.3135,0,1.1451,2.1469,827.633,188.931,0,0
16,6.6494,2.8821,5.485,2.1035,1,227.849,0.7,848.873,1.4451,0,0
19,4.0142,1.6031,7.878,3.6621,0,166.756,2.0547,953.806,12.4281,0,0
27,2.2534,5.4453,6.584,1.4677,1,313.848,1.4878,10.4594,9.5847,0,0
12,8.1462,5.3231,5.143,1.6699,0,277.851,2.761,428.619,1.777,0,0
18,6.5807,7.587,897,1.357,1,325.431,1.1601,578.219,225.722,0,0
23,5.8011,6.9822,6.427,4.857,1,326.884,2.6076,916.896,6.2362,0,0
17,9.045,6.2377,1.554,4.0673,1,12.7436,2.9679,273.849,135.507,0,0
12,8.0974,1.8902,4.144,4.696,0,12.3232,1.1068,8.0911,8.9429,0,0
18,2.3651,4.6943,6.291,4.9975,0,185.141,1.646,209.747,6.5072,0,0
22,3.8055,7.2032,7.822,3.0251,0,12.0979,3.906,500.623,12.6523,0,0
26,3.2364,5.2944,685,4.2686,1,341.404,2.3644,68.424,165.367,0,0
20,7.6955,3.9549,6.715,3.333,1,301.433,1.9674,693.767,188.528,0,0
23,1.3018,3.2234,149,1.9473,1,10.8194,855,8.3917,152.142,0,0
19,6.129,6.1039,3.461,3.3483,0,442.052,1.1739,763.796,12.6311,0,0
24,7.8621,9.3911,429,5.322,1,230.331,2.4335,663.637,186.543,0,0
17,8.8909,6.7174,7.195,2.4445,1,6.3527,1.2393,413.468,12.4189,0,0
22,4.0787,7.475,9.526,2.2134,1,10.6483,2.2673,575.375,233.814,0,0
16,8.3913,4.6068,2.641,1.0802,1,269.925,8.856,770.063,12.6418,0,0
29,1.9957,8.9082,877,1.5013,0,169.212,2.1744,269.472,7.6139,0,0
13,8.6181,9.446,4.756,4.8356,1,425.611,1.3992,940.633,10.7127,0,0
31,2.1474,9.8888,8.567,1.4432,1,247.368,1.6361,14.639,11.7598,0,0
30,4.5756,9.4907,552,1.0671,1,457.647,1.7962,903.201,6.8037,0,0
12,8.1757,7.827,468,2.681,1,5.0913,1.3517,743.449,3.8098,0,0
29,2.3493,9.3341,9.743,3.3548,0,334.297,1.3984,663.913,10.3532,0,0
24,3.0633,3.6313,8.286,3.6255,1,442.892,7.971,9.2079,215.288,0,0
20,7.5003,8.4471,1.316,3.7712,0,146.465,2.9573,919.815,6.1327,0,0
18,7.4803,4.1838,9.218,1.842,0,6.7844,2.7174,302.377,8.6836,0,0
18,6.7703,4.4086,4.507,1.9688,1,228.322,1.5821,748.156,181.854,0,0
16,7.2455,6.3424,3.719,3.8698,1,480.667,1.039,885.953,1.9746,0,0
18,5.8845,7.7448,4.611,4.5243,0,316.731,5.053,251.841,198.017,0,0
23,3.2662,3.379,8.346,3.011,0,321.988,2.5618,915.455,172.867,0,0
29,4.1113,5.9316,6.595,2.615,1,335.751,2.7924,615.822,131.943,0,0
18,2.6344,1.8673,592,1.9832,0,1.9881,4.839,662.441,5.0275,0,0
19,9.1761,3.4595,9.576,3.711,1,222.825,2.2036,915.368,2.2243,0,0
13,6.2505,3.4797,1.478,3.7427,0,3.8786,1.8691,531.468,5.5613,0,0
22,4.6077,4.6906,7.456,3.175,0,157.929,9.102,446.241,182.759,0,0
23,5.1581,3.3414,6.361,9.287,1,41.08,1.3083,636.899,224.039,0,0
14,9.5256,1.0736,1.875,2.0848,1,328.135,2.0318,558.483,177.093,0,0
22,2.3802,1.4563,1.707,2.3132,1,497.786,3.039,7.0861,12.6628,0,0
17,6.2761,3.344,8.703,2.0324,1,8.6077,5.671,188.687,228.164,0,0
17,5.553,4.7025,4.197,2.317,0,198.527,999,2.3431,198.856,0,0
26,6.5031,9.5445,6.546,3.5662,1,40.482,2.7066,11.7081,157.401,0,0
23,1.163,1.1568,5.041,1.8463,1,10.7846,1.7217,732.551,9.097,0,0
21,8.8491,9.4626,7.274,2.7388,1,7.6861,1.5703,1.4664,6.9056,0,0
17,9.3891,7.3336,4.792,1.5168,1,213.806,2.1187,311.361,7.397,0,0
23,6.0862,6.375,2.874,1.7681,0,191.863,2.9651,454.828,8.3339,0,0
16,7.2699,6.4528,3.634,3.069,0,490.103,5.167,938.434,9.3453,0,0
16,9.3025,8.2673,8.591,2.4525,1,228.126,3.993,333.737,225.449,0,0
15,7.3651,1.0692,468,3.6152,0,430.473,8.844,785.299,178.049,0,0
27,2.3729,5.0475,2.134,2.8027,1,443.983,2.7118,414.678,166.064,0,0
16,6.1866,6.9709,9.346,4.0179,0,7.8936,1.2344,10.7506,10.2364,0,0
23,6.4604,5.8682,7.966,2.217,1,357.652,2.3805,10.7855,8.1012,0,0
19,4.8172,8.3278,557,2.4552,0,138.804,6.088,438.109,2.8699,0,0
12,7.628,7.227,9.989,3.3499,0,4.7369,1.4808,6.7304,10.8839,0,0
16,9.4093,6.907,6.949,1.1062,1,437.352,3.824,575.903,4.9282,0,0
14,9.3301,5.3403,1.603,1.9296,1,146.217,1.2387,498.713,9.3842,0,0
17,5.0576,3.7916,2.372,3.1242,1,172.683,7.868,70.551,3.7534,0,0
26,2.0191,3.4027,6.924,1.444,0,161.995,1.6483,193.765,8.2559,0,0
17,9.8636,6.2083,7.798,2.1849,1,10.0148,2.3412,59.7,1.0315,0,0
21,8.5501,8.91,239,2.9942,1,217.252,2.8151,182.777,1.446,0,0
25,2.122,4.9618,257,4.8369,1,214.146,8.515,725.011,208.778,0,0
16,9.2876,8.2472,3.071,4.3851,0,204.376,2.2294,314.087,153.903,0,0
21,8.8291,4.0216,598,1.4037,1,458.149,2.6568,618.272,14.104,0,0
15,5.6695,1.0239,1.718,2.5361,1,169.876,3.746,88.385,12.3311,0,0
17,6.3215,6.151,1.042,2.821,1,1.5189,1.7578,493.352,174.415,0,0
17,4.591,5.133,6.789,1.2038,0,8.9219,1.8355,200.369,17.668,0,0
27,1.4929,3.8015,7.791,3.8743,1,360.749,8.172,887.262,22.446,0,0
19,4.0168,3.3724,5.009,6.166,0,295.429,675,364.994,5.8659,0,0
22,8.2257,7.1794,3.638,1.2885,1,475.867,7.701,73.295,188.448,0,0
31,1.0417,7.4282,432,4.7202,1,347.218,1.7542,326.895,237.878,0,0
14,4.2015,5.085,3.884,4.1193,1,9.7121,5.893,305.233,6.965,0,0
18,4.5835,2.2112,0.96,3.9091,1,6.0322,862,645.608,8.9757,0,0
16,5.8366,2.7426,7.681,4.3228,0,26.038,2.1238,164.748,10.4649,0,0
17,9.2787,5.4761,2.081,3.748,1,332.631,1.1949,868.304,19.724,0,0
15,4.1171,1.4452,3.842,6.029,1,8.2818,1.963,393.748,3.298,0,0
18,4.1226,1.3394,544,2.5828,1,300.847,1.1975,2.9085,143.669,0,0
27,7.6375,9.4379,613,2.2212,1,432.514,2.9993,312.382,214.219,0,0
23,5.07,8.042,4.682,1.5558,1,363.784,7.832,787.117,3.543,0,0
20,3.0214,1.8065,8.101,4.1702,1,332.096,7.958,860.765,2.7738,0,0
22,5.072,4.0657,7.676,2.3207,1,394.666,5.097,572.201,239.949,0,0
23,2.2677,3.5562,5.052,3.015,1,5.2041,8.149,301.168,19.823,0,0
30,2.5875,7.91,8.544,1.3748,1,10.1916,1.7243,532.576,16.738,0,0
24,5.4853,5.1021,7.511,1.1431,1,1.905,2.8938,838.012,9.5755,0,0
18,4.7703,1.2785,7.786,4.4374,1,7.2489,1.8231,322.877,204.951,0,0
19,9.2336,7.3899,9.564,3.2372,0,456.591,1.2295,391.583,221.466,0,0
20,4.2615,3.9689,2.665,2.8019,0,11.1072,1.1689,544.297,175.778,0,0
11,6.2253,2.6292,2.676,2.5332,0,331.049,727,888.267,9.5543,0,0
16,6.6904,3.755,889,3.2506,1,345.784,76,586.327,140.049,0,0
29,1.1179,4.9776,7.722,3.7744,1,322.663,2.3916,215.539,2.3644,0,0
14,6.9718,3.4312,9.265,2.7719,0,276.961,1.4705,9.8213,3.7925,0,0
17,2.6023,2.4191,631,4.6914,1,243.065,996,10.4064,187.929,0,0
10,9.6496,3.985,6.278,4.8842,0,20.996,8.581,950.747,7.036,0,0
18,2.338,1.917,1.446,4.9767,1,458.449,1.07,824.188,1.1807,0,0
22,4.7316,7.725,5.039,3.347,1,4.757,2.3499,768.196,12.1926,0,0
21,1.7681,1.7094,1.557,4.6631,1,2.6745,1.3032,501.401,4.0927,0,0
10,9.9719,439,1.281,2.0224,0,246.256,2.3679,675.814,7.0489,0,0
20,5.5198,6.537,122,4.298,1,165.255,1.9012,136.057,9.572,0,0
18,6.3585,7.7394,6.302,4.5459,1,204.115,994,624.687,12.5341,0,0
33,1.6037,8.1383,359,4.5207,1,498.924,2.9061,812.673,6.8048,0,0
13,7.7496,4.9351,1.052,4.1542,1,387.567,5.443,7.1517,11.6051,0,0
22,2.8892,2.0537,3.228,2.033,1,438.704,8.269,303.189,8.8964,0,0
19,9.0825,7.3723,1.689,7.945,1,184.287,2.4279,11.9176,1.9447,0,0
25,2.8463,6.9971,9.417,1.6698,1,11.978,5.695,267.625,208.111,0,0
21,2.7162,2.4627,0.32,3.8364,1,383.995,1.2033,774.799,6.7528,0,0
34,1.3289,9.0341,334,1.1644,0,403.788,2.595,338.729,14.625,0,0
21,5.2486,1.0437,8.399,2.3914,1,274.949,1.9118,692.787,136.752,0,0
23,6.0836,9.8269,6.478,2.827,1,447.971,9.062,775.569,4.78,0,0
30,1.5914,8.6025,7.102,3.0193,1,483.663,1.9321,818.472,719,0,0
21,7.9797,6.879,636,4.6786,1,23.551,2.4379,874.642,205.664,0,0
25,5.0796,9.3875,9.462,3.3075,1,11.1333,1.2117,601.659,11.9446,0,0
21,5.7195,7.2231,207,3.9315,1,258.557,1.715,287.833,9.9472,0,0
27,4.9669,1.9046,989,2.9094,1,494.767,2.9638,159.053,183.099,0,0
23,4.6069,4.4216,831,4.1679,1,146.463,2.8937,508.672,7.958,0,0
16,6.0368,715,589,1.3183,0,30.88,1.5271,11.2522,183.652,0,0
25,2.3972,3.8966,6.624,1.0494,1,346.992,2.884,911.617,9.8139,0,0
27,2.6374,7.416,6.488,4.6316,1,10.6964,2.102,448.055,13.239,0,0
13,8.7561,3.8644,584,3.4674,1,29.423,8.059,874.254,180.585,0,0
13,9.515,3.3029,218,3.3576,0,157.254,2.1984,712.178,131.235,0,0
25,4.3598,5.9536,9.615,2.3365,1,427.105,1.0553,858.645,1.4825,0,0
29,3.4367,8.722,5.344,1.8835,0,357.377,2.1563,885.119,174.864,0,0
13,6.796,4.758,3.784,2.7785,0,413.133,1.102,6.2761,188.722,0,0
25,4.6786,3.8547,762,6.028,1,9.9841,2.8236,728.005,11.0854,0,0
19,1.2285,1.5824,5.245,2.2736,0,1.7287,0.41,234.282,10.5374,0,0
25,2.4054,6.9535,132,2.2768,1,425.263,2.052,989.404,6.0462,0,0
18,7.4438,1.0572,7.362,2.6917,1,193.377,2.3436,780.619,154.599,0,0
16,6.9303,6.6481,7.322,3.1734,0,8.9861,1.204,1.3727,211.677,0,0
24,1.2439,2.8618,1.651,4.7866,1,4.5948,1.3967,928.142,157.432,0,0
24,2.9977,1.9892,9.567,3.2608,0,25.825,2.8015,299.383,185.118,0,0
26,3.0797,9.3635,2.239,4.4186,1,7.5064,1.7698,422.487,200.989,0,0
12,7.047,1.852,4.577,2.7815,0,283.346,1.9805,616.163,5.4275,0,0
21,1.1774,4.3778,1.147,3.1346,0,363.653,584,917.147,9.6505,0,0
27,1.937,2.163,6.033,3.492,1,267.529,2.0115,928.053,10.463,0,0
19,8.1992,4.8359,3.755,6.663,1,45.185,1.1651,567.837,134.136,0,0
24,2.6069,5.0105,3.532,2.8984,1,7.7785,1.3806,323.557,1.1804,0,0
18,6.8747,3.2166,827,1.9786,0,246.977,2.4242,286.398,141.218,0,0
18,3.1436,1.3216,96,3.9941,0,8.1595,1.5714,370.753,2.1245,0,0
30,1.895,3.7639,7.979,2.7159,1,437.951,2.9606,188.709,193.577,0,0
28,3.1885,6.7226,5.714,4.4115,1,46.612,2.3904,673.135,231.125,0,0
19,7.5004,7.824,9.861,4.8617,1,199.998,2.1858,532.524,6.9542,0,0
17,8.7013,5.3075,5.894,7.382,1,152.874,1.7661,77.573,12.1588,0,0
14,8.472,5.8983,554,1.9741,0,139.658,1.2372,10.317,197.565,0,0
14,4.5747,2.1962,506,3.3249,0,429.864,1.586,405.907,7.5517,0,0
16,7.0128,2.8733,8.832,1.5274,1,341.221,555,247.464,3.7867,0,0
24,2.8449,1.619,8.412,1.3352,0,440.297,1.403,539.834,177.375,0,0
21,3.6383,2.493,3.459,4.0687,0,5.8758,2.8765,473.562,167.607,0,0
9,9.067,2.2489,618,4.9019,0,238.014,9.696,45.507,136.787,0,0
27,1.117,5.1945,4.896,3.869,1,33.809,2.1018,322.497,226.665,0,0
28,1.7696,5.6269,9.672,2.6184,0,448.545,1.7829,729.577,229.229,0,0
29,2.871,9.4495,0.95,2.2126,1,19.101,1.715,486.752,206.772,0,0
26,1.2388,1.9557,9.838,2.6982,1,156.545,1.7377,210.221,7.0325,0,0
27,2.6329,6.4168,8.664,2.3142,0,456.483,9.069,551.973,5.4088,0,0
24,6.2474,8.1726,9.096,2.5144,1,2.3767,2.6596,600.705,200.578,0,0
25,4.7928,5.6024,2.173,1.0173,1,239.798,2.7576,3.1166,156.327,0,0
13,9.034,2.55,831,4.5187,1,229.313,1.9336,211.741,9.507,0,0
14,8.357,2.6255,7.089,3.7727,0,7.3028,2.5918,24.998,9.8342,0,0
16,4.0764,3.925,9.628,3.4049,0,197.475,1.799,255.594,20.48,0,0
20,3.3348,3.0544,5.713,4.7496,1,36.13,3.012,246.457,3.9179,0,0
25,4.4172,7.446,852,1.422,1,183.434,1.6772,278.925,226.554,0,0
19,6.3127,4.752,5.974,4.058,0,15.483,2.5395,27.01,151.972,0,0
21,3.4126,2.193,6.866,4.1307,1,390.948,9.463,885.228,189.926,0,0
18,6.6173,7.0623,2.203,4.9921,1,494.358,1.6442,326.451,8.9008,0,0
22,4.6847,7.8265,3.941,2.8922,0,389.676,299,356.265,140.855,0,0
28,5.9684,4.5532,5.985,294,1,423.172,2.9599,273.515,179.998,0,0
24,4.9251,6.9807,3.741,3.9023,0,46.975,2.3009,967.899,10.4431,0,0
23,3.6502,3.8795,3.749,3.687,1,400.886,1.0843,540.136,11.7105,0,0
13,9.5361,1.5991,1.331,2.7001,0,490.177,2.949,614.441,139.699,0,0
16,7.8725,3.9815,9.407,1.3877,1,373.642,2.773,738.132,1.5218,0,0
23,2.261,5.7997,7.505,4.5751,0,330.761,1.3925,340.377,207.165,0,0
19,8.8162,9.4805,12,2.2567,1,346.674,1.766,969.093,208.003,0,0
14,5.3869,6.875,7.656,4.4923,0,450.041,1.1949,160.803,6.754,0,0
16,9.051,5.0739,7.398,1.4954,1,341.504,6.581,463.236,211.157,0,0
12,8.1987,3.2892,97,1.9368,0,380.603,9.497,153.985,178.847,0,0
19,4.8269,5.0831,3.696,4.7356,0,10.8005,2.8422,792.472,11.5966,0,0
23,1.2022,2.398,6.067,1.1966,0,456.325,1.2816,11.6245,8.3463,0,0
20,3.4181,3.1303,4.528,2.8925,0,223.607,9.746,558.361,9.5851,0,0
23,5.8747,8.1987,778,1.9426,1,8.0534,1.9223,11.3758,12.8261,0,0
21,6.7013,5.5394,4.255,3.8708,1,399.894,2.0501,458.135,9.9005,0,0
27,3.321,4.5058,1.539,6.465,1,178.197,2.9513,287.505,10.0857,0,0
25,2.2542,2.8553,9.764,2.1861,1,9.206,1.6382,904.264,4.875,0,0
12,8.5144,2.9804,242,3.4947,0,12.8126,2.2577,6.2565,169.875,0,0
11,9.8596,3.831,7.177,2.0351,0,1.7474,1.1465,653.438,146.302,0,0
24,5.7312,8.3557,1.432,2.927,1,4.5311,5.131,698.299,238.056,0,0
28,2.5451,9.6721,329,3.5256,1,296.312,1.2895,890.092,3.3899,0,0
24,3.4508,4.3866,442,2.516,1,433.109,1.2563,878.952,2.7297,0,0
27,1.1655,3.9335,1.922,565,1,224.265,1.2618,977.286,12.3824,0,0
16,9.2287,8.4655,0.45,3.0633,0,313.029,2.0863,26.137,3.6478,0,0
22,2.0598,4.2691,1.572,4.5994,0,404.867,1.2178,282.077,146.549,0,0
24,6.1886,5.5202,559,5.551,1,178.384,2.8625,40.332,4.7068,0,0
23,3.4665,2.3094,6.637,2.9534,1,327.157,2.9482,542.201,11.592,0,0
21,5.9876,7.435,624,3.6433,0,175.216,1.5701,37.347,146.715,0,0
23,6.8628,5.3199,8.711,3.539,1,321.358,1.6753,742.893,10.993,0,0
19,8.4677,8.0903,1.851,1.131,1,10.8804,1.2229,1.846,7.6796,0,0
28,2.8578,7.8073,2.254,2.321,1,48.892,1.0668,2.7478,187.756,0,0
28,1.099,2.15,6.613,3.9559,1,3.8089,2.956,718.896,205.118,0,0
25,2.232,7.1564,4.688,8.036,0,252.616,122,88.429,6.6732,0,0
16,9.1002,8.2005,4.994,4.1832,1,143.148,1.2303,778.782,195.214,0,0
13,8.865,3.4611,1.282,3.2829,1,300.419,454,12.5921,9.3992,0,0
20,6.3767,1.7261,8.057,1.6609,1,214.153,2.1788,935.624,11.703,0,0
11,6.4047,263,6.171,2.5791,0,153.333,5.833,526.693,5.562,0,0
18,6.9853,4.509,1.354,4.8279,1,12.5019,2.6539,744.872,150.174,0,0
20,2.5783,3.5243,374,1.0822,0,9.1249,1.1234,209.036,2.4222,0,0
19,9.2297,5.5491,8.104,2.4977,0,39.144,2.7514,553.308,141.993,0,0
22,4.7689,1.8804,5.684,3.1224,1,11.11,2.9597,33.676,237.532,0,0
29,4.4482,8.5967,1.086,6.901,1,386.763,2.3135,975.013,180.832,0,0
23,5.6703,2.5776,3.728,2.176,1,242.519,1.8695,479.454,214.809,0,0
24,1.4227,2.2643,2.427,673,1,3.6114,4.497,758.021,11.1407,0,0
